,user,date,upvote,score,comment
75,PerrieR,"Nov  8, 2021",0,4,"This movie is terrible! Such wasted potential for Marvel's first leading Asian superhero. I feel like I was forcing myself to like this movie while watching it which isn't a good sign. The jokes did not hit and the nearly empty theater wasThis movie is terrible! Such wasted potential for Marvel's first leading Asian superhero. I feel like I was forcing myself to like this movie while watching it which isn't a good sign. The jokes did not hit and the nearly empty theater was made even more uncomfortable by the lack of laughter from these terrible jokes. The star of this film was Tony Leung. There was little to no character development for Shang-Chi. This movie should have been called Wen-Wu and the Legend of the Ten Rings. They clearly put more emphasis on making this a martial arts movie and not a movie about the leading character. God knows the second film will probably be even worse like they always are. Just watch this on Disney+, not worth seeing in the theater. Also, you can tell Disney pandered this film to China and they don't even want it. This whole film was wasted potential. "
76,clem666,"Sep  8, 2021",0,5,"Marvel is making here a desperate effort to conquer the screens of our Asian neighbors. But don't expect at any moment to be surprised by anything else than what Marvel always did.The scenario is bland and really predictable. Jokes areMarvel is making here a desperate effort to conquer the screens of our Asian neighbors. But don't expect at any moment to be surprised by anything else than what Marvel always did.The scenario is bland and really predictable. Jokes are definitely 'marvelesque' as they tend to become parodies of themselves. The pace is really weird thanks to these numerous flashbacks that respond to each other. I found the characters were really unattractive and uncharismatic (especially Simu Liu as Shang-chi), in addition to the fact that Xialing (Shang-chi's sister interpreted by Meng'er Zhang) had a huge unused potential. The very end is really underwhelming thanks to the unoriginal and traditional cliff-hanger. The power of the rings is only questioned at the very end, making it unexplained during the whole movie. Fight scenes are great even if repetitive and a bit long. The movie generally focuses way too much on events and plot rather than on relations (excepted between father - mother - Shang-chi - Xialing), which is quite disappointing ; the few we see is poorly written.Despite all this, the music (from 88rising) is absolutely gorgeous even if asian-stereotyped here and there. The CGI is great (yes, it just takes a lot of money to make it happen) and allows the final scenes to be as grand as you would expect from a Marvel movie. The colours are great and the lighting is top notch. "
77,snorkiss,"Nov 13, 2021",0,3,"A few fun moments can't save this esoteric Marvel intellectual property. Ultimately it presents as a disappointing and overlong homage to asian cinema - there's also a real lack of diversity in this film, something that Disney apparentlyA few fun moments can't save this esoteric Marvel intellectual property. Ultimately it presents as a disappointing and overlong homage to asian cinema - there's also a real lack of diversity in this film, something that Disney apparently support? - 3 stars "
78,Unicron666,"Nov  1, 2021",0,4,"I found myself wanting to watch a proper martial arts movie after seeing this. I wasn't impressed to be honest, there are plenty of films out there with a tiny percentage of the budget that are so much better. Also I despise simu liu so thatI found myself wanting to watch a proper martial arts movie after seeing this. I wasn't impressed to be honest, there are plenty of films out there with a tiny percentage of the budget that are so much better. Also I despise simu liu so that definitely dropped my rating "
79,neonjax,"Nov 13, 2021",0,10,You know when white men rate a movie a 0 for “pandering to China” then you got a good movie.
80,RapidFire,"Sep 20, 2021",0,5,"Shang Chi what can I say other than the first hour was enjoyable with the whole backstory of the two siblings and the origins of the ten rings and its rival clan, the martial arts was also great.....but then it did what I was afraid it wouldShang Chi what can I say other than the first hour was enjoyable with the whole backstory of the two siblings and the origins of the ten rings and its rival clan, the martial arts was also great.....but then it did what I was afraid it would do in the 2nd half of the movie and that was become a poor version and knock off of crouching tiger hidden, with silly wire work and theatrics that makes it out of place that it was like two different movies got cut and stitched together. "
81,Terps90,"Sep  6, 2021",0,6,Honestly this is a good origin story that is being held back by easily rectifiable  mistakes. The Biggest part would be the fight sequences were not as good as previous marvel movies. Martial arts in the film were a bit too slow and did notHonestly this is a good origin story that is being held back by easily rectifiable  mistakes. The Biggest part would be the fight sequences were not as good as previous marvel movies. Martial arts in the film were a bit too slow and did not seem as well executed as something like Captain America The Winter Solider. CGI goes from well done to very poor in too many sequences. The last 30 minutes of the film is in my mind very boring. The Fathers back story is good enough where you understand why he is doing what he is doing.Honestly do not understand how this movie did not get some re-shoots and recasts but you get what you get. Tony Leung Chiu-wai does a good job as an antagonist but the choice of Awkifania is actually pretty startling. At best you might be able to argue this movie is a 7-8 max but in my mind too many mistakes gets a 6 out of 10 
82,Napsta,"Oct  6, 2021",0,5,"This is kind of a controversial opinion, but I only think that this movie is ok. The main thing that turned me off was the constant switching from languages for little reason. Like at one minute they're speaking Mandarin, and then they suddenly switch to English for no reason. The quality of the fights in this movie really depends on what kind it is. If the fight is more martial arts-based, it's incredibly well done and looks spectacular, but if there's any CGI involved it just looks, to put it bluntly, like a mess. The villain is also getting a lot of praise, and while it's definitely good for a Marvel movie. it's essentially just a guy who wants revenge on the people who he thinks kidnapped his wife and he's not all that interesting compared to other villains, even in the Marvel series. If you're a fan of Marvel movies, you'll probably enjoy this movie a lot more than I did, but I personally could not see what all of the hype was about. "
83,NemoTheCanine,"Nov 13, 2021",0,2,"Visually appealing but this is easily the weakest entry for the MCU to date. This movie has literally no plot! Two hours of utter nonsense with no sense of urgency or real threat. The mains character's best friend is unfortunately present for the entire film, I found this actress to be incredibly annoying. Go figure she ends up saving the day during the film's climax with her complete lack of skill... yea I didn't see that coming in the first 10mins of the movie. So predictable!The choreography is OK, I've seen better in film's with a much smaller budget.The powers of the 10 rings seem weak compared to the comics origins. This makes the antagonist feel laughable in parts where he's meant to be perceived as a threat. This film is a perfect example of why fans are losing faith in the MCU. "
84,167abdullah,"Nov 13, 2021",0,4,"Though it was good, the climax wasted it all. Shang Chi had never used the rings before, and he, after almost dying, while fighting his father and trying to save the world, in intense pressure, controlled the rings even better than his father who had been practically practicing for hundreds of years! This makes no sense. This is probably the most incoherent thing marvel has ever done in an MCU movie.I think marvel also missed the opportunity to tie this with eternals. They could show that the monsters are actually deviants, Shang Chi couldn't stop them, and then eternals came to stop them. That would've been great. "
85,hello2699,"Nov 14, 2021",0,6,"Starts off well but drifts into the same old boring marvel formula. Acting and plot are average, aswell as most action scenes."
86,Compi24,"Oct 19, 2021",0,7,"Honestly, with each step taken further into the MCU's fourth phase, the more and more I warm up to this new approach that Marvel's starting to adopt. With ""Black Widow's"" personal spy thriller and now ""Shang-Chi And The Legend Of The TenHonestly, with each step taken further into the MCU's fourth phase, the more and more I warm up to this new approach that Marvel's starting to adopt. With ""Black Widow's"" personal spy thriller and now ""Shang-Chi And The Legend Of The Ten Rings's"" joyous love letter to Hong Kong fantasy/kung fu cinema, we see a de-emphasis on overarching narrative and an accentuation on character and directors wanting to try something new. Much love to Simu Liu, Tony Leung and every stunt coordinator and set piece designer involved in this picture. All of them totally wreck shop here. The third act overstays its welcome a tad, yes, but the overall product is just such a fun ride and such a welcomed change of pace for the MCU that I'm willing to look past it. Would most definitely recommend. "
87,hamburgdude,"Nov 13, 2021",0,9,"This is one of the most enjoyable MCU films, as it sticks to the classic 'hero's journey' storytelling with great actors, elegant and compelling martial arts choreography and laugh-out-loud moments thanks to the perfect comic delivery of bothThis is one of the most enjoyable MCU films, as it sticks to the classic 'hero's journey' storytelling with great actors, elegant and compelling martial arts choreography and laugh-out-loud moments thanks to the perfect comic delivery of both Akwafina and Simu Liu.  Definitely an entertaining 2 hours. "
88,FranzHcritic,"Oct 10, 2021",0,8,"Besides an engaging story with relatable and complex characters, the fight choreography tops every other Marvel film, better than anything 'Winter Soldier' or 'Black Widow' could do. It's refreshing having an actual stuntman be the leadBesides an engaging story with relatable and complex characters, the fight choreography tops every other Marvel film, better than anything 'Winter Soldier' or 'Black Widow' could do. It's refreshing having an actual stuntman be the lead action star, because it looks much more authentic. I think it had just the amount of comedic icebreakers without dragging down the dramatic, emotional parts. It's good enough that it doesn't even need the MCU. "
89,PotterheadGleek,"Nov 21, 2021",0,5,"The problem with MCU films is that they use the same formula over and over and sometimes people love that, because that's pretty much the essence (when it comes to superhero films), and there are people who are just tired of it. Shang-ChiThe problem with MCU films is that they use the same formula over and over and sometimes people love that, because that's pretty much the essence (when it comes to superhero films), and there are people who are just tired of it. Shang-Chi repeats the formula, there is nothing new (except of the introduction of this character and the role he'll have in the next films). Great choreography in the fight scenes tho. "
90,andre27,"Nov 20, 2021",0,5,"Sinceramente, eu gostei do filme mas ao mesmo tempo tem muitas coisas clichés e outras que precisam de melhor explicação.De resto as cenas de ação estão ótimas muito boas mesmo, o elenco fica aquém e a história é típica de herói eSinceramente, eu gostei do filme mas ao mesmo tempo tem muitas coisas clichés e outras que precisam de melhor explicação.De resto as cenas de ação estão ótimas muito boas mesmo, o elenco fica aquém e a história é típica de herói e previsível. "
91,Kenshiro13,"Nov 19, 2021",0,3,"I don't know what happened. I haven't been following the MCU after the end of End Game but since I had Disney+ for one reason or another I decided to give this a shot.It felt like the whole movie was hollow, characters forgettable, soundI don't know what happened. I haven't been following the MCU after the end of End Game but since I had Disney+ for one reason or another I decided to give this a shot.It felt like the whole movie was hollow, characters forgettable, sound design was awful and by deities whose names have long been forgotten by time fight scenes felt just yawn inducing and stolen from Crouching Tiger Hidden Dragon or Kung Fu Hustle. The story wasn't that much better, things just happened and characters were just there in the scenes. Then the randomly changing the dialogue language from English to no idea, maybe Mandarin? Just keep it with one after leaving to China, don't just randomly go from English to Mandarin.I do hope this isn't a glimpse to the future of MCU because it won't last much longer if this level of movie becomes the norm. But hey, they managed to make Thor better after 2 failures so there is a chance.Maybe next time. "
92,Method__Man,"Nov 25, 2021",0,10,"Marvellous. Absolutely marvellous.Funny, emotional, action packed. Great visuals, great story, great acting.Do yourself a favour and watch it. Trust me"
93,alexandrea,"Nov 25, 2021",0,9,The first i went to see without knowing anything. Result: Had an absolute blast because i din´t now a single thing.
94,Player2-Water,"Nov 27, 2021",0,9,"E-Value: 9Acting: 9Plot: 9Similar to 2018’s Black Panther which featured an African superhero, Shang-Chi and the Legends of the Ten Rings features an Asian supehero on the big screen for the twenty-fifth instalment in the Marvel Cinematic Universe. Originally slated to release during Chinese New Year, the movie was delayed until now due to COVID-19 pandemic.Xu Shang-Chi (Liu) is a parking valet in San Francisco along with his best friend, Katy Chen (Awkwafina), whom they both lead an easy and carefree life. Shang-Chi’s life got change when he and Katy are attack by members of the Ten Rings where he reveals his fighting skills in the process. However, the Ten Rings are able to grab his emerald pendant which is what they came for all along. With his pendant stolen, Shang-Chi along with Katy travel to a certain place in Macau using the postcard that were sent to him prior.During their travel, Shang-Chi reveal his past to Katy. He is the son of Xu Wenwu (Leung), the real Mandarin, who trained him as an assassin for years and he fled to the San Francisco during one of his mission. When they arrive to their destination, the place turns out to be an illegal underground fighting club run by his sister, Xu Xialing, who also fled from their father. However, she deny sending the postcard to Shang-Chi and they are ambush by the Ten Rings who come for the other emerald pendant in the hands of Xialing. Despite their best efforts, they get capture by the Ten Rings and brought before to their father who wants their emerald pendants for something.Just like Black Panther done with the portrayal of African culture, the movie has done a great job in the portrayal of Asian culture. Asian audience will definitely find it relatable like myself. Even better is Mandarin language was used in 1/3 of the movie to make it feel more of an Asian superhero movie. The casting of Asian actors are very well done and they all gave the best performance. Simu Liu and Tony Leung are the best performers in the whole movie. Their on-screen relationship between father and son are really heartwarming despite their opposing roles and both of their characters are well written. The fighting scenes are very well shot and with this movie being as Asian superhero movie, you will get the feeling that this movie is like a martial arts movie.I also like how the movie made some references to 2013’s Iron Man 3 and how the events in that movie affect this one. This movie also redeem the Mandarin into a better character after the infamous plot twist in that movie. One of the character from that movie, which I will not say who, also appeared in this movie and gets a character developement as well. Although the plot of the movie is like other MCU non-origins solo movies, the story is still interesting and heartwarming at the same time. The story is not complicated to follow but I would recommend to watch Iron Man 3 first to understand about the Mandarin and how it lead into this movie.There is no doubt that is one of best movie in the MCU to date and I hope to see Shang-Chi again on the big screen either in another solo movies or team-up movies. I could say that his movie and future ones will turn Shang-Chi into a household name like Black Panther. Remember to stay back for a mid-credits scene and a post credits scene which is most likely a setup for future movies in the franchise. "
95,ValBal,"Nov 28, 2021",0,7,"Great martial arts action that‘s rarely seen in today‘s Hollywood films and phenomenal camera work too. The way camera follows action, rotates in sync with the movement etc I love it. Family drama was good and most characters were believable.Great martial arts action that‘s rarely seen in today‘s Hollywood films and phenomenal camera work too. The way camera follows action, rotates in sync with the movement etc I love it. Family drama was good and most characters were believable. The only issue I have is with Awkwafina’s character. It has to be the most unnecessary character ever. Literally added so that when protagonist is going through a stressful situation we could get a silly shot of Awkwafina showing Shang thumbs up. If you would cut her from the movie nothing would change at all. Not only that but it takes away a much-needed spotlight from Xialing. All those heartfelt conversations that Shang had with Katy he needed to have with his sister instead who had an important role to play in pushing the story forward. Marvel once again proves they’re not able to abandon silly jokes in favor of stronger narrative. "
96,Markini,"Oct 15, 2021",0,8,"A great unexpected addition to the Marvel Cinematic Universe. The film is a combination of Black Panther meets Crazy Rich Asians, both great movies. The plot actually had me guessing, which is a fresh change from superhero movies. TheA great unexpected addition to the Marvel Cinematic Universe. The film is a combination of Black Panther meets Crazy Rich Asians, both great movies. The plot actually had me guessing, which is a fresh change from superhero movies. The cinematography is excellent for a Marvel movie. The action sequences were breathtaking, using wirework for their action scenes in creative ways, with throwbacks to the wirework in the Matrix and Crouching Tiger, Hidden Dragon. The acting from most of the cast do a decent enough job. Awkwafina is the only real comedic relief, so if you are not a fan you may find some parts annoying. "
97,All_ButTrU4,"Nov 20, 2021",0,1,A disappointing addition to the marvel universe that besides presenting necessary representation it's a flat and rushed orgin story that focuses more on the action rather than the characters. The humour is rigid and Akwafina is a painfullyA disappointing addition to the marvel universe that besides presenting necessary representation it's a flat and rushed orgin story that focuses more on the action rather than the characters. The humour is rigid and Akwafina is a painfully awkward performance to watch. 
98,seabassreviews,"Nov 12, 2021",0,7,"the minute Ben Kingsley is introduced, the movie takes a B!G turn. not to say it's bad. it's just that the first 2 thirds were way better than the last one.
↓ point rating ↓


8.7 out of 12 = 73%


⚡️ acting - 0.7

⚡️ cinematography - 0.7the minute Ben Kingsley is introduced, the movie takes a B!G turn. not to say it's bad. it's just that the first 2 thirds were way better than the last one.↓ point rating ↓8.7 out of 12 = 73%⚡️ acting - 0.7⚡️ cinematography - 0.7⚡️ costume design - 0.8⚡️ directing - 0.7⚡️ film editing - 0.6⚡️ makeup & hairstyling - 0.7⚡️ music - 0.7⚡️ production design - 0.8⚡️ score - 0.8⚡️ sound design - 0.7⚡️ visual effects - 0.8⚡️ writing - 0.7 "
99,galagaguy113,"Nov 11, 2021",0,7,"the minute Ben Kingsley is introduced, the movie takes a B!G turn. not to say it's bad. it's just that the first 2 thirds were way better than the last one.
↓ point rating ↓


8.7 out of 12 = 73%


⚡️ acting - 0.7

⚡️ cinematography - 0.7the minute Ben Kingsley is introduced, the movie takes a B!G turn. not to say it's bad. it's just that the first 2 thirds were way better than the last one.↓ point rating ↓8.7 out of 12 = 73%⚡️ acting - 0.7⚡️ cinematography - 0.7⚡️ costume design - 0.8⚡️ directing - 0.7⚡️ film editing - 0.6⚡️ makeup & hairstyling - 0.7⚡️ music - 0.7⚡️ production design - 0.8⚡️ score - 0.8⚡️ sound design - 0.7⚡️ visual effects - 0.8⚡️ writing - 0.7 "
0,sOKall294,"Nov 22, 2021",0,1,хуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйняхуйня 
1,FrijolitoHN,"Nov 18, 2021",0,5,"Formulaic, generic, bland and just boring. Had a lot of potential and wasted all of it. Marvel phase 4 movies have been a disappointment so far."
2,pranavdhawan,"Sep  5, 2021",0,7,"I didn't watch any trailers or teasers as I wasn't interested in any marvel projects after Endgame, but as the reviews started rolling in positively, I thought i'd check it out and it didn't disappoint! Shang Chi and the legend of the tenI didn't watch any trailers or teasers as I wasn't interested in any marvel projects after Endgame, but as the reviews started rolling in positively, I thought i'd check it out and it didn't disappoint! Shang Chi and the legend of the ten rings is a fantastic origin movie, with on spot impressive visual effects, acting, pacing and characters. The story was fun to get along with, and the characters were very likeable. I'd say this did a better job than most Marvel solo origin films this time and I'm actually impressed by the character of Shang-Chi without prior knowledge and based solely on this adaptation! A fun weekend watch and memorable experience! "
3,RetroRestle,"Nov 21, 2021",0,10,"This film was not at all what I expected, in a good way. when I first heard of it, I thought it would be a slightly more serious and grounded Martial Arts film. However, to my surprise it was extremely over-the-top in the best way possible.This film was not at all what I expected, in a good way. when I first heard of it, I thought it would be a slightly more serious and grounded Martial Arts film. However, to my surprise it was extremely over-the-top in the best way possible.  with it's weird humor, incredible action sequences, great acting and an awesome story, Marvel has made another instant classic. "
4,Tom_Supreme,"Nov 13, 2021",0,8,"Shang-Chi is the best Marvel movie since Endgame, and it's a lot better than Black Widow or Eternals. The characters are likeable, the humor is well-dosed, the story is exciting and even the last battle in the film is thrillingly staged,Shang-Chi is the best Marvel movie since Endgame, and it's a lot better than Black Widow or Eternals. The characters are likeable, the humor is well-dosed, the story is exciting and even the last battle in the film is thrillingly staged, although it sometimes seems more like a live-action anime. I am curious how Shang-Chi will fit into the further course of the MCU. "
5,PhoenixReveiws,"Sep  5, 2021",0,8,"Wow, this movie was honestly a lot better than I thought it'd be. The action was well done, had good humor, and had a good story with great CGI in it. I was engaged throughout it. The acting was good and believable, especially by theWow, this movie was honestly a lot better than I thought it'd be. The action was well done, had good humor, and had a good story with great CGI in it. I was engaged throughout it. The acting was good and believable, especially by the antagonist. I'm impressed and proved wrong, I didn't expect a movie of this level. Not impressed by the soundtrack, but that doesn't take away much from the experience. "
6,HaskettFamily,"Nov 28, 2021",0,6,Sometimes hard to follow and got exceedingly long. This is the problem with Marvel movies because often they're either too short or too long. This movie is really too long and confusing.
7,khoitran101507,"Nov 15, 2021",0,10,"Really nice movie. Best superhero movie this year, i think. Highly recommend."
8,Ponds98,"Nov 15, 2021",0,7,"A pretty good movie, nothing more nothing less.Epic fights with a very good villain but...the protagonist lack of development.Too much scenes without logic like ""The father that punch the gate setting free monsters...without stopping because he don't look up his head to see that"" or ""Shang-chi that learn in 30 seconds with the aunt 2 moves and magically know how to control the Ten Rings"".The Ten Rings are the freakin title of the movie and are merely a weapon, not the key of something.Besides all these errors that well, are common in the MCU, the movie is simply an entertaining fight, nothing more nothing less "
9,Mindkiller7522,"Nov 20, 2021",0,9,"Pretty awesome! Great fight scenes and a lot funnier than I expected. Well acted, cool CG and mythology, what's not to love? There are a very weird two cameos in the mid credits scene that seem out of place, not to spoil anything, but itPretty awesome! Great fight scenes and a lot funnier than I expected. Well acted, cool CG and mythology, what's not to love? There are a very weird two cameos in the mid credits scene that seem out of place, not to spoil anything, but it doesn't really take away from the movie. Overall a great addition to the MCU! "
10,luc4ssilva,"Oct 25, 2021",0,10,Muito bom ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
11,RealityReviews,"Nov 19, 2021",0,5,98%AUDIENCE SCORE on Rotten Tomatoes??Talking about manipulated! This movie was just ok. Way over rated. Comparing it to End Game which was a 10/10. I give this around a 5/10 and that’s the truth. A weak Marvel movie. You will see.
12,Lumdog,"Oct 15, 2021",0,8,"It's a super fun time. The action and fight choreography is a standout, really well done. The humour is organic and really works. The cast is great - Simu Liu pulls off the physical role and stunts well; Akwafina was really effective as theIt's a super fun time. The action and fight choreography is a standout, really well done. The humour is organic and really works. The cast is great - Simu Liu pulls off the physical role and stunts well; Akwafina was really effective as the comic relief; Tony Leung brings a gravitas to a complex three-dimensional villian. However, the story is pretty light; and he third act falls apart a bit for me. It's a big messy CGI-fest typical of Marvel movies which just becomes too busy for my liking. "
13,Pedro305,"Sep  3, 2021",0,10,Je n'ai pas été aussi satisfait d'un film de super-héros depuis que j'ai vu Aquaman en 2018.
14,Josselin305,"Nov  7, 2021",0,10,Film d'azione molto buono.Sono sicuro che sia il più epico che i Marvel Studios abbiano mai realizzato.
15,JulietaGuit-9,"Sep  7, 2021",0,10,"Un gioiello di film.Ha tutto: azione, dramma, commedia e suspense.Sicuramente un viaggio fantastico."
16,arlethclarine,"Sep 12, 2021",0,10,This movie is the demonstration that an anime can be adapted to real life without looking ridiculous
17,TheSikvel,"Oct 15, 2021",0,7,"Probably the best marvel movie in the last couple of years. Interesting story. Good action and humor. It gets boring sometimes, but overall it looks great."
18,MGamer490,"Oct 25, 2021",0,7,"Had a good time with this one! Been watching a lot of Marvel lately with my partner to help her catch up with the rest of us in the MCU, and this was the most recent piece of the MCU so a little burned out but still had a good time with thisHad a good time with this one! Been watching a lot of Marvel lately with my partner to help her catch up with the rest of us in the MCU, and this was the most recent piece of the MCU so a little burned out but still had a good time with this one.Visually it is stunning, one of the most beautiful Marvel movies with a lot of interesting stuff to come in the later half.Shang-Chi as a character is all good, he is likable and an absolute badass when it comes to fighting, he just didn't hook me all that much. Didn't feel like he had a whole lot to him that I really latched onto, but not bad either, I look forward to seeing more of him in the MCU so he can be expanded on further. A quick comment about the character Katy but I am not a huge fan of her, a lot of what she says is just cringeworthy jokes that really don't land in my opinion, its not that I didn't like her, I just felt a lot of what she said when it came to the humour side was not landing at all for me.The story I am overall happy with, it is the same type of Marvel Superhero Origin story you'd be accustom too, a coming of age story basically which isn't a bad thing, follows this format because it works, it was just a very easy story to follow and enjoy.The fight scenes were some of the best you will see in a Marvel movie, some long takes that are just so impressive to watch and very limited shaky cam, the choreography is amazing so its great we don't have to deal with cuts in the shot or shaky cam.The music was composed by Joel P West who I had not heard of until after watching this movie, not familiar with his work but I absolutely loved the score to this film, it is easily one of my favourite parts (tied with the visuals and combat).Final thoughts - I mean if you want to keep up with the MCU then you will watch this movie anyway, but I think most people won't have their expectations too high for this one, but will be pleasantly surprised if they decide to watch it. "
19,AdamSurry,"Oct  8, 2021",0,10,429562477024689aaaa95864o642u6o628625o682aaa45o6469789o73893aaaaao3524246742o6
20,jkesterb,"Nov 15, 2021",0,10,"HANDS DOWN TO THE TEAM, ESPPECIALLY MARVEL! This is what we wanted, to see Marvel as an instrument for diversity. Can't wait for the other Asian Marvel films, or maybe even better!"
21,RG01,"Oct 20, 2021",0,8,"Shang-chi and the legend of the ten rings is a very good movie. The CGI, the story and the characters are good and I can tell nothing of negative."
22,HingleMcCringle,"Nov 10, 2021",0,7,"One of the biggest problems Marvel movies have is the painfully short time periods all the character development and earth shattering problems get neatly resolved in, similarly to the first Thor it happens in about a week here. Another is theOne of the biggest problems Marvel movies have is the painfully short time periods all the character development and earth shattering problems get neatly resolved in, similarly to the first Thor it happens in about a week here. Another is the over use of CG, I understand it's a great time and money saver but when the sequences are heavily martial arts related it really takes me out of the artistry and choreography seeing 3D models of the actors and stunt performers spliced into scenes and contorting in uncanny valley ways. With that out of the way, it's a solid movie. I've always enjoyed the visual splendour and dramatic movements of wuxia so it's great it'll be seen by a wider audience that have probably had very little exposure to it. High quality practical fight sequences are something that Marvel movies are lacking in (the Netflix Daredevil is amazing) so before this The Winter Soldier scratched the fight itch best. The actors all did a good job on their own and the way they played off each other was enjoyable. "
23,arissacostaodon,"Oct 27, 2021",0,10,Joder que buena pelicula...................................................
24,jonatafdms,"Nov  9, 2021",0,7,"Pt-BR: Fazia muito tempo que eu não via coreografias de lutas tão bem feitas em um filme. Ele foi interessante e divertido de assistir, mas isso não quer dizer que tenha sido tão bom assim. Em termos de origem, é de longe uma das melhoresPt-BR: Fazia muito tempo que eu não via coreografias de lutas tão bem feitas em um filme. Ele foi interessante e divertido de assistir, mas isso não quer dizer que tenha sido tão bom assim. Em termos de origem, é de longe uma das melhores performances da empresa. O filme nos apresenta os personagens de forma que nos faça criar um certo carinho por eles no decorrer do filme. O problema principal do filme é a desconexão acelerada a partir da metade dele. Tudo começa a ser ainda mais rápido para que a conclusão chegue logo. A sensação que ele transmite ao acabar é que você queria mais tempo de tela com menos velocidade para o maior desenvolvimento da lenda maravilhosa que o filme nos mostra desde o começo.En-US: It's been a long time since I've seen fight choreographies so well done in a movie. It was interesting and fun to watch, but that's not to say it was that good. In terms of origin, it is by far one of the company's best performers. The film introduces the characters to us in a way that makes us develop a certain affection for them throughout the film. The main problem with the movie is the accelerated disconnection from the middle of it. Everything starts to be even faster so that the conclusion comes soon. The feeling he has at the end is that you wanted more screen time with less speed for the further development of the wonderful legend that the film has shown us since the beginning. "
25,Koulapic,"Nov  4, 2021",0,7,The movie has amazing fights and brilliant choreography . The story was okay to serve as an introduction to a new character. The only problem is the lack of a real villain
26,NazmunNaharKhan,"Nov 12, 2021",0,10,I loved that movie very much......
27,chocharosa52,"Nov  5, 2021",0,10,Esta es la película más épica y divertida de Marvel Studios que he podido ver.
28,lprophet,"Nov  5, 2021",0,8,"The fight choreography alone makes this movie a must-see for any kung-fu movie lover. The references, actors, and costumes, made me nostalgic to watch some Crouching Tiger. My only real complaint would be how formulaic the story felt. I thought they did a wonderful job fleshing out Xu Wenwu and creating a motive that felt worthy of his actions. However, it still followed a relatively typical Marvel trope of ""Guy who must defeat his father figure in order to become a superhero"". Visually the ending was stunning, the fight between the eldritch horror and the dragon was nothing short of epic. The music and sound design felt really good and balanced well in the theater. "
29,litt_not,"Nov  5, 2021",0,7,"Marvel Studio's new attempt. I worked hard to unravel the oriental atmosphere, but I was not satisfied. However, I dare to evaluate that the action was excellent.So what were you doing when you fought with Thanos?"
30,nahjajo,"Nov  6, 2021",0,10,"Otra maravilla de película, me arrepiento de no haberla ido a ver en su estreno."
31,Spartan_117,"Nov 19, 2021",0,6,"Shang-Chi and the Legend of the Ten Rings is the first entry in MCU Phase 4 with a completely new superhero, an origin story, and is about Shang-Chi, son of a powerful man who has control of the ten rings as well as having an organization ofShang-Chi and the Legend of the Ten Rings is the first entry in MCU Phase 4 with a completely new superhero, an origin story, and is about Shang-Chi, son of a powerful man who has control of the ten rings as well as having an organization of the same name.  Living a normal life, his world is turned upside down when the past he has left behind comes back to bite him. Not gonna lie, I wasn't hoping much from this movie considering how disappointing Phase 4 has been but to my surprise, this turned out to be the most entertaining entry in this Post-Infinity Saga so far, particularly because I didn't leave it filled with a layer of disappointment that gets worse the more you think about it. It's not groundbreaking or different from what the MCU has given us before, especially when it comes to origin stories. In fact, it feels very reminiscent of the earlier movies that came in this cinematic universe following a lot of the same formula, part of the reason I enjoyed it as it reminded me of the good ole days where I was genuinely hyped about the MCU and getting introduced to all these superheroes without having any solid comic-book reading history. It's the usual Marvel schtick with a different skin but with good enough execution in certain parts that you get a steady flow of entertainment and hardly any major frustrations, if at all, from the entire 130 mins runtime. What I enjoyed the most was the action sequences, which were predominantly hand-to-hand combat and weaponry based kung-fu. With good choreography and cinematography, fewer cuts, non-shaky cam, and the actors performing a lot of the combat themselves, it was thrilling. The accompanying soundtrack was nice too with a mix of modern and East Asian tracks that flowed well with the action. The story itself, while ending up with the usual end-of-the-world trope that so many superhero flicks have, wasn't bad either. It was cool to see this side of the world in this cinematic universe and not having a typical Human baddie was nice as well. However, the writing was still not particularly good as the movie sorely lacked urgency and stakes. There wasn't that OOOMPH that would have propelled this movie to higher tiers. It played safe and light with a lot of predictable elements so you just sorta experience the events which play out mostly how you'd expect. The dialogue could have been a lot better as well with the same story beats the movie employs and would have given characters a lot more depth where the emotional moments could have been hard-hitting. The titular character himself felt lacking in energy and charisma. I did like the overall ensemble and how it all came together in the end even if full of cliches. I was worried about Awkwafina's character Katie and that she'll be annoying for the rest of the movie but I was pleasantly surprised by her relationship with Shang-Chi played by Simu Lu, it was sweet. I'm glad the humour wasn't in your face throughout and took a backseat at certain points as MCU lately has developed a habit of injecting way too much of their brand of humour and it hasn't worked for me. Not saying the comedy here was great as some of it fell flat on its face but some of it did work. All in all, despite its problems, despite the movie playing it safe, despite it being predictable, I had fun. I do hope Simu Lu gives a stronger performance wherever his character shows up next because compared to other MCU heroes, Shang-Chi himself is among the lower end for me for now. If you like the MCU, then certainly give this a go. If nothing else, you'll probably enjoy the action. And if I were to rate it, I'd give it a 6.8/10. "
